"","juror_id","venireperson","caused","state","defense","juror_not_struck","ammend_5","judgement","inn","bias_no_fair","bias_for_state","bias_a_g_state","bias_for_def","bias_a_g_def","bias_a_g_police","bias_for_police","cant_follow_law","attn","bop_100_percent","phys","agmt","vict","eye_witness","pun","pun_min","pun_max","esl","covid","med","prior_conviction","no_show","work_exempt","child_exempt","age_exempt","jur_age","jur_race","jur_gend","zip_code","four","defendants_name","defendants_race","defendants_gender","cause_number_f_xx_xxxxx","charge","verdict","punishment_number_years","probation","notes","age_group","peremptory_strike","jur_caused","jur_struck","jur_exempt","jur_disqualified","jur_biased","jur_pun","city","income_mean_household_income_hh_cnt","income_mean_nonfamily_income_hh_cnt","income_median_family_income_fam_cnt","income_median_household_income_hh_cnt","i_30","po_box","jur_race_w"
"660",693,"53","0","0","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0",35,"White","Female","75223","1201","def_31","White","Male","trial_32","Child Sex Abuse","Guilty",30,"0",NA,"31 - 44","No","No","No","Yes","No","No","No","Dallas",69327,49402,51081,50286,"Split","N","White"
"661",694,"54","1","0","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",54,"White","Male","75238","2212","def_31","White","Male","trial_32","Child Sex Abuse","Guilty",30,"0",NA,"45 - 54","No","Yes","No","No","No","No","Yes","Dallas",107107,57091,100582,70593,"North","N","White"
"662",695,"55","1","0","0","Not a Juror","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",36,"White","Male","75225","5003","def_31","White","Male","trial_32","Child Sex Abuse","Guilty",30,"0",NA,"31 - 44","No","Yes","No","No","No","No","No","Dallas",288854,125321,250001,161296,"North","N","White"
"663",696,"56","1","0","0","Not a Juror","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",31,"Black","Female","75204","1339","def_31","White","Male","trial_32","Child Sex Abuse","Guilty",30,"0",NA,"31 - 44","No","Yes","No","No","No","Yes","No","Dallas",112921,101691,106480,81529,"North","N","Black"
"664",697,"57","0","0","1","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",29,"Black","Female","75248","3712","def_31","White","Male","trial_32","Child Sex Abuse","Guilty",30,"0",NA,"18 - 30","Defense","No","Yes","No","No","No","No","Dallas",132866,83713,115484,86938,"North","N","Black"
"665",698,"60","1","0","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",56,"Other","Female","75227","6312","def_31","White","Male","trial_32","Child Sex Abuse","Guilty",30,"0",NA,"55 +","No","Yes","No","No","No","No","No","Dallas",53687,40728,45896,43890,"South","N","Other"
"666",699,"61","1","0","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",28,"White","Female","75219","5456","def_31","White","Male","trial_32","Child Sex Abuse","Guilty",30,"0",NA,"18 - 30","No","Yes","No","No","No","No","No","Dallas",117631,95270,109526,72559,"North","N","White"
"667",700,"63","1","0","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0",67,"White","Male","75229","5454","def_31","White","Male","trial_32","Child Sex Abuse","Guilty",30,"0",NA,"55 +","No","Yes","No","Yes","No","No","No","Dallas",167743,94593,112815,100144,"North","N","White"
"668",701,"64","1","0","0","Not a Juror","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",36,"Asian","Male","75206","5336","def_31","White","Male","trial_32","Child Sex Abuse","Guilty",30,"0",NA,"31 - 44","No","Yes","No","No","No","Yes","No","Dallas",104625,80293,111744,71135,"North","N","Asian"
"669",702,"65","0","0","0","Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",47,"White","Female","75214","5435","def_31","White","Male","trial_32","Child Sex Abuse","Guilty",30,"0",NA,"45 - 54","No","No","No","No","No","No","No","Dallas",148195,80228,157846,89719,"North","N","White"
"670",703,"67","1","0","0","Not a Juror","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0",57,"Black","Female","75233","3233","def_31","White","Male","trial_32","Child Sex Abuse","Guilty",30,"0",NA,"55 +","No","Yes","No","No","No","Yes","No","Dallas",62110,40800,55568,51062,"South","N","Black"
"671",704,"73","1","0","0","Not a Juror","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",52,"Hispanic","Female","75051","4243","def_31","White","Male","trial_32","Child Sex Abuse","Guilty",30,"0",NA,"45 - 54","No","Yes","No","No","No","Yes","No","Grand Prairie",52516,31901,49351,42922,"South","N","Hispanic"
"672",705,"76","1","0","0","Not a Juror","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",40,"White","Male","75248","2305","def_31","White","Male","trial_32","Child Sex Abuse","Guilty",30,"0",NA,"31 - 44","No","Yes","No","No","No","No","No","Dallas",132866,83713,115484,86938,"North","N","White"
"673",706,"1","1","0","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",49,"White","Male","75149",NA,"def_28","Black","Male","trial_30","Aggravated Robbery","Guilty",25,"0",NA,"45 - 54","No","Yes","No","No","No","No","Yes","Mesquite",60226,41541,55601,50648,"South","N","White"
"674",707,"2","0","0","0","Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",43,"White","Male","75206",NA,"def_28","Black","Male","trial_30","Aggravated Robbery","Guilty",25,"0",NA,"31 - 44","No","No","No","No","No","No","No","Dallas",104625,80293,111744,71135,"North","N","White"
"675",708,"3","0","0","0","Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",55,"Black","Female","75232",NA,"def_28","Black","Male","trial_30","Aggravated Robbery","Guilty",25,"0",NA,"55 +","No","No","No","No","No","No","No","Dallas",52297,35480,44145,40103,"South","N","Black"
"676",709,"4","0","0","1","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",69,"White","Male","75149",NA,"def_28","Black","Male","trial_30","Aggravated Robbery","Guilty",25,"0",NA,"55 +","Defense","No","Yes","No","No","No","No","Mesquite",60226,41541,55601,50648,"South","N","White"
"677",710,"5","1","0","0","Not a Juror","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",23,"Black","Male","75137",NA,"def_28","Black","Male","trial_30","Aggravated Robbery","Guilty",25,"0",NA,"18 - 30","No","Yes","No","No","No","No","No","Duncanville",81945,47705,75926,65291,"South","N","Black"
"678",711,"6","0","0","1","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",50,"White","Female","75232",NA,"def_28","Black","Male","trial_30","Aggravated Robbery","Guilty",25,"0",NA,"45 - 54","Defense","No","Yes","No","No","No","No","Dallas",52297,35480,44145,40103,"South","N","White"
"679",712,"7","0","0","1","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",60,"White","Female","75080",NA,"def_28","Black","Male","trial_30","Aggravated Robbery","Guilty",25,"0",NA,"55 +","Defense","No","Yes","No","No","No","No","Richardson",101254,58591,101964,77736,"North","N","White"
"680",713,"8","0","0","1","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",70,"Black","Male","75044",NA,"def_28","Black","Male","trial_30","Aggravated Robbery","Guilty",25,"0",NA,"55 +","Defense","No","Yes","No","No","No","No","Garland",93258,65129,76381,69254,"North","N","Black"
"681",714,"9","1","0","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",59,"Hispanic","Male","75149",NA,"def_28","Black","Male","trial_30","Aggravated Robbery","Guilty",25,"0",NA,"55 +","No","Yes","No","No","No","No","Yes","Mesquite",60226,41541,55601,50648,"South","N","Hispanic"
"682",715,"10","1","0","0","Not a Juror","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",58,"White","Male","75063",NA,"def_28","Black","Male","trial_30","Aggravated Robbery","Guilty",25,"0",NA,"55 +","No","Yes","No","No","No","No","No","Irving",118452,78615,116579,96053,"North","N","White"
"683",716,"11","0","1","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",66,"White","Male","75060",NA,"def_28","Black","Male","trial_30","Aggravated Robbery","Guilty",25,"0",NA,"55 +","State","No","Yes","No","No","No","No","Irving",70295,53509,58591,57907,"North","N","White"
"684",717,"12","1","0","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",37,"Black","Female","75104",NA,"def_28","Black","Male","trial_30","Aggravated Robbery","Guilty",25,"0",NA,"31 - 44","No","Yes","No","No","No","No","Yes","Cedar Hill",88892,54404,83143,73171,"South","N","Black"
"685",718,"13","1","0","0","Not a Juror","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",63,"White","Male","75205",NA,"def_28","Black","Male","trial_30","Aggravated Robbery","Guilty",25,"0",NA,"55 +","No","Yes","No","No","No","Yes","No","Dallas",275572,104756,250001,156636,"North","N","White"
"686",719,"14","0","0","0","Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",27,"White","Female","75040",NA,"def_28","Black","Male","trial_30","Aggravated Robbery","Guilty",25,"0",NA,"18 - 30","No","No","No","No","No","No","No","Garland",76342,52894,68626,63924,"North","N","White"
"687",720,"15","0","0","1","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",46,"White","Male","75052",NA,"def_28","Black","Male","trial_30","Aggravated Robbery","Guilty",25,"0",NA,"45 - 54","Defense","No","Yes","No","No","No","No","Grand Prairie",90904,59514,85220,78660,"South","N","White"
"688",721,"16","1","0","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",59,"White","Male","75214",NA,"def_28","Black","Male","trial_30","Aggravated Robbery","Guilty",25,"0",NA,"55 +","No","Yes","No","No","No","No","Yes","Dallas",148195,80228,157846,89719,"North","N","White"
"689",722,"17","0","0","0","Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",33,"White","Male","75043",NA,"def_28","Black","Male","trial_30","Aggravated Robbery","Guilty",25,"0",NA,"31 - 44","No","No","No","No","No","No","No","Garland",76268,49114,74232,63331,"North","N","White"
"690",723,"18","0","0","0","Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44,"White","Male","75238",NA,"def_28","Black","Male","trial_30","Aggravated Robbery","Guilty",25,"0",NA,"31 - 44","No","No","No","No","No","No","No","Dallas",107107,57091,100582,70593,"North","N","White"
"691",724,"19","1","0","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",37,"White","Male","75063",NA,"def_28","Black","Male","trial_30","Aggravated Robbery","Guilty",25,"0",NA,"31 - 44","No","Yes","No","No","No","No","Yes","Irving",118452,78615,116579,96053,"North","N","White"
"692",725,"20","0","0","0","Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",61,"Black","Female","75216",NA,"def_28","Black","Male","trial_30","Aggravated Robbery","Guilty",25,"0",NA,"55 +","No","No","No","No","No","No","No","Dallas",39221,24677,35480,27288,"South","N","Black"
"693",727,"22","1","0","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",49,"Black","Female","75154",NA,"def_28","Black","Male","trial_30","Aggravated Robbery","Guilty",25,"0",NA,"45 - 54","No","Yes","No","No","No","No","Yes","Red Oak",93171,54064,84753,78699,"South","N","Black"
"694",728,"23","1","0","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",62,"White","Male","75089",NA,"def_28","Black","Male","trial_30","Aggravated Robbery","Guilty",25,"0",NA,"55 +","No","Yes","No","No","No","No","Yes","Rowlett",118354,78840,112590,107111,"North","N","White"
"695",730,"25","1","0","0","Not a Juror","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",52,"White","Male","75214",NA,"def_28","Black","Male","trial_30","Aggravated Robbery","Guilty",25,"0",NA,"45 - 54","No","Yes","No","No","No","Yes","No","Dallas",148195,80228,157846,89719,"North","N","White"
"696",732,"27","1","0","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",59,"Hispanic","Female","75224",NA,"def_28","Black","Male","trial_30","Aggravated Robbery","Guilty",25,"0",NA,"55 +","No","Yes","No","No","No","No","Yes","Dallas",56289,42999,46872,42663,"South","N","Hispanic"
"697",733,"28","1","0","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",30,"Other","Male","75214",NA,"def_28","Black","Male","trial_30","Aggravated Robbery","Guilty",25,"0",NA,"31 - 44","No","Yes","No","No","No","No","Yes","Dallas",148195,80228,157846,89719,"North","N","Other"
"698",736,"31","1","0","0","Not a Juror","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",58,"White","Male","75244",NA,"def_28","Black","Male","trial_30","Aggravated Robbery","Guilty",25,"0",NA,"55 +","No","Yes","No","No","No","Yes","No","Dallas",135893,83812,118622,95711,"North","N","White"
"699",737,"32","1","0","0","Not a Juror","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",66,"Hispanic","Female","75227",NA,"def_28","Black","Male","trial_30","Aggravated Robbery","Guilty",25,"0",NA,"55 +","No","Yes","No","No","No","No","No","Dallas",53687,40728,45896,43890,"South","N","Hispanic"
"700",738,"33","0","0","0","Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",42,"White","Female","75089",NA,"def_28","Black","Male","trial_30","Aggravated Robbery","Guilty",25,"0",NA,"31 - 44","No","No","No","No","No","No","No","Rowlett",118354,78840,112590,107111,"North","N","White"
"701",739,"34","1","0","0","Not a Juror","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",26,"Black","Female","75089",NA,"def_28","Black","Male","trial_30","Aggravated Robbery","Guilty",25,"0",NA,"18 - 30","No","Yes","No","No","No","Yes","Yes","Rowlett",118354,78840,112590,107111,"North","N","Black"
"702",741,"36","0","0","1","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",65,"Other","Female","75214",NA,"def_28","Black","Male","trial_30","Aggravated Robbery","Guilty",25,"0",NA,"55 +","Defense","No","Yes","No","No","No","No","Dallas",148195,80228,157846,89719,"North","N","Other"
"703",742,"37","0","1","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",53,"Hispanic","Male","75235",NA,"def_28","Black","Male","trial_30","Aggravated Robbery","Guilty",25,"0",NA,"45 - 54","State","No","Yes","No","No","No","No","Dallas",59280,51736,55768,48603,"North","N","Hispanic"
"704",743,"38","1","0","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",53,"White","Female","75249",NA,"def_28","Black","Male","trial_30","Aggravated Robbery","Guilty",25,"0",NA,"45 - 54","No","Yes","No","No","No","No","Yes","Dallas",75466,55043,64819,64246,"South","N","White"
"705",744,"39","1","0","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",62,"Black","Female","75243",NA,"def_28","Black","Male","trial_30","Aggravated Robbery","Guilty",25,"0",NA,"55 +","No","Yes","No","No","No","No","Yes","Dallas",63650,45503,46954,41786,"North","N","Black"
"706",745,"40","1","0","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",57,"Black","Female","75180",NA,"def_28","Black","Male","trial_30","Aggravated Robbery","Guilty",25,"0",NA,"55 +","No","Yes","No","No","No","No","Yes","Balch Springs",60354,41158,51451,50278,"South","N","Black"
"707",746,"41","1","0","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",41,"Black","Female","75181",NA,"def_28","Black","Male","trial_30","Aggravated Robbery","Guilty",25,"0",NA,"31 - 44","No","Yes","No","No","No","No","Yes","Mesquite",93618,55539,94583,88149,"South","N","Black"
"708",747,"42","0","0","1","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",45,"White","Female","75219",NA,"def_28","Black","Male","trial_30","Aggravated Robbery","Guilty",25,"0",NA,"45 - 54","Defense","No","Yes","No","No","No","No","Dallas",117631,95270,109526,72559,"North","N","White"
"709",748,"43","1","0","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",42,"White","Male","75063",NA,"def_28","Black","Male","trial_30","Aggravated Robbery","Guilty",25,"0",NA,"31 - 44","No","Yes","No","No","No","No","Yes","Irving",118452,78615,116579,96053,"North","N","White"
"710",749,"44","1","0","0","Not a Juror","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",61,"White","Female","75060",NA,"def_28","Black","Male","trial_30","Aggravated Robbery","Guilty",25,"0",NA,"55 +","No","Yes","No","No","No","Yes","No","Irving",70295,53509,58591,57907,"North","N","White"
"711",750,"45","1","0","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44,"Black","Male","75104",NA,"def_28","Black","Male","trial_30","Aggravated Robbery","Guilty",25,"0",NA,"31 - 44","No","Yes","No","No","No","No","No","Cedar Hill",88892,54404,83143,73171,"South","N","Black"
"712",751,"46","1","0","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",25,"White","Male","75219",NA,"def_28","Black","Male","trial_30","Aggravated Robbery","Guilty",25,"0",NA,"18 - 30","No","Yes","No","No","No","No","Yes","Dallas",117631,95270,109526,72559,"North","N","White"
"713",753,"48","1","0","0","Not a Juror","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",31,"White","Male","75052",NA,"def_28","Black","Male","trial_30","Aggravated Robbery","Guilty",25,"0",NA,"31 - 44","No","Yes","No","No","No","Yes","Yes","Grand Prairie",90904,59514,85220,78660,"South","N","White"
"714",754,"49","1","0","0","Not a Juror","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",68,"White","Male","75060",NA,"def_28","Black","Male","trial_30","Aggravated Robbery","Guilty",25,"0",NA,"55 +","No","Yes","No","No","No","No","No","Irving",70295,53509,58591,57907,"North","N","White"
"715",755,"50","0","0","0","Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",50,"Black","Female","75237",NA,"def_28","Black","Male","trial_30","Aggravated Robbery","Guilty",25,"0",NA,"45 - 54","No","No","No","No","No","No","No","Dallas",35433,27712,31960,27970,"South","N","Black"
"716",756,"51","1","0","0","Not a Juror","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",31,"Hispanic","Female","75134",NA,"def_28","Black","Male","trial_30","Aggravated Robbery","Guilty",25,"0",NA,"31 - 44","No","Yes","No","No","No","Yes","Yes","Lancaster",63900,41507,62725,54140,"South","N","Hispanic"
"717",757,"52","1","0","0","Not a Juror","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44,"White","Male","75001",NA,"def_28","Black","Male","trial_30","Aggravated Robbery","Guilty",25,"0",NA,"31 - 44","No","Yes","No","No","No","Yes","No","Addison",87472,79604,79551,72512,"North","N","White"
"718",758,"53","1","0","0","Not a Juror","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",52,"White","Female","75182",NA,"def_28","Black","Male","trial_30","Aggravated Robbery","Guilty",25,"0",NA,"45 - 54","No","Yes","No","No","No","Yes","No","Sunnyvale",156708,112733,134083,136118,"South","N","White"
"719",759,"54","1","0","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",37,"Hispanic","Male","75204",NA,"def_28","Black","Male","trial_30","Aggravated Robbery","Guilty",25,"0",NA,"31 - 44","No","Yes","No","No","No","No","Yes","Dallas",112921,101691,106480,81529,"North","N","Hispanic"
"720",760,"55","1","0","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",51,"Hispanic","Female","75243",NA,"def_28","Black","Male","trial_30","Aggravated Robbery","Guilty",25,"0",NA,"45 - 54","No","Yes","No","No","No","No","Yes","Dallas",63650,45503,46954,41786,"North","N","Hispanic"
"721",761,"56","0","1","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",25,"White","Female","75206",NA,"def_28","Black","Male","trial_30","Aggravated Robbery","Guilty",25,"0",NA,"18 - 30","State","No","Yes","No","No","No","No","Dallas",104625,80293,111744,71135,"North","N","White"
"722",762,"57","0","0","0","Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",62,"Black","Female","75232",NA,"def_28","Black","Male","trial_30","Aggravated Robbery","Guilty",25,"0",NA,"55 +","No","No","No","No","No","No","No","Dallas",52297,35480,44145,40103,"South","N","Black"
"723",763,"58","0","0","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",43,"White","Female","75214",NA,"def_28","Black","Male","trial_30","Aggravated Robbery","Guilty",25,"0",NA,"31 - 44","No","No","No","No","No","No","No","Dallas",148195,80228,157846,89719,"North","N","White"
"724",764,"59","1","0","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",41,"White","Female","75228",NA,"def_28","Black","Male","trial_30","Aggravated Robbery","Guilty",25,"0",NA,"31 - 44","No","Yes","No","No","No","No","Yes","Dallas",57260,42614,48542,42243,"North","N","White"
"725",765,"60","1","0","0","Not a Juror","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",51,"White","Female","75061",NA,"def_28","Black","Male","trial_30","Aggravated Robbery","Guilty",25,"0",NA,"45 - 54","No","Yes","No","No","No","Yes","Yes","Irving",62461,48522,52135,49400,"North","N","White"
"726",766,"61","1","0","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",47,"Black","Male","75240",NA,"def_28","Black","Male","trial_30","Aggravated Robbery","Guilty",25,"0",NA,"45 - 54","No","Yes","No","No","No","No","Yes","Dallas",77180,63010,51600,51569,"North","N","Black"
"727",767,"62","0","0","0","Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",56,"White","Male","75228",NA,"def_28","Black","Male","trial_30","Aggravated Robbery","Guilty",25,"0",NA,"55 +","No","No","No","No","No","No","No","Dallas",57260,42614,48542,42243,"North","N","White"
"728",768,"63","0","0","0","Not a Juror","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",55,"Hispanic","Female","75104",NA,"def_28","Black","Male","trial_30","Aggravated Robbery","Guilty",25,"0",NA,"55 +","No","No","No","No","No","Yes","No","Cedar Hill",88892,54404,83143,73171,"South","N","Hispanic"
"729",769,"64","0","1","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",67,"Black","Female","75137",NA,"def_28","Black","Male","trial_30","Aggravated Robbery","Guilty",25,"0",NA,"55 +","State","No","Yes","No","No","No","No","Duncanville",81945,47705,75926,65291,"South","N","Black"
"730",770,"65","1","0","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",47,"White","Female","75063",NA,"def_28","Black","Male","trial_30","Aggravated Robbery","Guilty",25,"0",NA,"45 - 54","No","Yes","No","No","No","No","No","Irving",118452,78615,116579,96053,"North","N","White"
"731",771,"66","1","0","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",49,"White","Male","75149",NA,"def_28","Black","Male","trial_30","Aggravated Robbery","Guilty",25,"0",NA,"45 - 54","No","Yes","No","No","No","No","No","Mesquite",60226,41541,55601,50648,"South","N","White"
"732",772,"67","1","0","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",24,"Hispanic","Female","75043",NA,"def_28","Black","Male","trial_30","Aggravated Robbery","Guilty",25,"0",NA,"18 - 30","No","Yes","No","Yes","No","No","No","Garland",76268,49114,74232,63331,"North","N","Hispanic"
"733",773,"68","1","0","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0",24,"Black","Female","75249",NA,"def_28","Black","Male","trial_30","Aggravated Robbery","Guilty",25,"0",NA,"18 - 30","No","Yes","No","No","No","No","Yes","Dallas",75466,55043,64819,64246,"South","N","Black"
"734",774,"69","0","1","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",62,"Hispanic","Male","75227",NA,"def_28","Black","Male","trial_30","Aggravated Robbery","Guilty",25,"0",NA,"55 +","State","No","Yes","No","No","No","No","Dallas",53687,40728,45896,43890,"South","N","Hispanic"
