"","juror_id","venireperson","caused","state","defense","juror_not_struck","ammend_5","judgement","inn","bias_no_fair","bias_for_state","bias_a_g_state","bias_for_def","bias_a_g_def","bias_a_g_police","bias_for_police","cant_follow_law","attn","bop_100_percent","phys","agmt","vict","eye_witness","pun","pun_min","pun_max","esl","covid","med","prior_conviction","no_show","work_exempt","child_exempt","age_exempt","jur_age","jur_race","jur_gend","zip_code","four","defendants_name","defendants_race","defendants_gender","cause_number_f_xx_xxxxx","voir_dire_date","charge","verdict","punishment_number_years","probation","notes","age_group","peremptory_strike","jur_caused","jur_struck","jur_exempt","jur_disqualified","jur_biased","jur_pun"
"488",488,"41","1","0","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",60,"White","Female","75214","3935","def_26","Hispanic","Male","trial_02",2017-05-02,"Capital Murder","Lesser",100,"0",NA,"55 +","No","Yes","No","Yes","No","No","No"
"489",489,"42","0","1","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",33,"White","Male","75231",NA,"def_26","Hispanic","Male","trial_02",2017-05-02,"Capital Murder","Lesser",100,"0",NA,"31 - 44","State","No","Yes","No","No","No","No"
"490",490,"43","0","0","0","Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",46,"White","Female","75254","8514","def_26","Hispanic","Male","trial_02",2017-05-02,"Capital Murder","Lesser",100,"0",NA,"45 - 54","No","No","No","No","No","No","No"
"491",491,"44","1","0","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",66,"White","Female","75254","8501","def_26","Hispanic","Male","trial_02",2017-05-02,"Capital Murder","Lesser",100,"0",NA,"55 +","No","Yes","No","Yes","No","No","No"
"492",492,"45","0","0","1","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",60,"White","Male","75019","5721","def_26","Hispanic","Male","trial_02",2017-05-02,"Capital Murder","Lesser",100,"0",NA,"55 +","Defense","No","Yes","No","No","No","No"
"493",493,"46","1","0","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",68,"White","Female","75048",NA,"def_26","Hispanic","Male","trial_02",2017-05-02,"Capital Murder","Lesser",100,"0",NA,"55 +","No","Yes","No","No","No","No","Yes"
"494",494,"47","1","0","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",67,"White","Female","75214","1811","def_26","Hispanic","Male","trial_02",2017-05-02,"Capital Murder","Lesser",100,"0",NA,"55 +","No","Yes","No","No","No","No","No"
"495",495,"48","0","0","1","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",55,"White","Female","75019",NA,"def_26","Hispanic","Male","trial_02",2017-05-02,"Capital Murder","Lesser",100,"0",NA,"55 +","Defense","No","Yes","No","No","No","No"
"496",496,"49","0","1","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",58,"White","Male","75019","6124","def_26","Hispanic","Male","trial_02",2017-05-02,"Capital Murder","Lesser",100,"0",NA,"55 +","State","No","Yes","No","No","No","No"
"497",497,"50","1","0","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",23,"Hispanic","Female","75233","1012","def_26","Hispanic","Male","trial_02",2017-05-02,"Capital Murder","Lesser",100,"0",NA,"18 - 30","No","Yes","No","Yes","No","No","No"
"498",498,"51","1","0","0","Not a Juror","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",61,"Hispanic","Female","75040","4306","def_26","Hispanic","Male","trial_02",2017-05-02,"Capital Murder","Lesser",100,"0",NA,"55 +","No","Yes","No","No","No","No","No"
"499",499,"52","1","0","0","Not a Juror","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",64,"Hispanic","Male","75052","1716","def_26","Hispanic","Male","trial_02",2017-05-02,"Capital Murder","Lesser",100,"0",NA,"55 +","No","Yes","No","No","No","No","No"
"500",500,"53","0","0","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",54,"Hispanic","Male","75227","7205","def_26","Hispanic","Male","trial_02",2017-05-02,"Capital Murder","Lesser",100,"0",NA,"45 - 54","No","No","No","No","No","No","No"
"501",501,"54","1","0","0","Not a Juror","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",68,"White","Female","75240","3606","def_26","Hispanic","Male","trial_02",2017-05-02,"Capital Murder","Lesser",100,"0",NA,"55 +","No","Yes","No","No","No","No","No"
"502",502,"55","1","0","0","Not a Juror","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",56,"White","Female","75214","2902","def_26","Hispanic","Male","trial_02",2017-05-02,"Capital Murder","Lesser",100,"0",NA,"55 +","No","Yes","No","No","No","No","No"
"503",503,"56","1","0","0","Not a Juror","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",36,"White","Male","75218","2546","def_26","Hispanic","Male","trial_02",2017-05-02,"Capital Murder","Lesser",100,"0",NA,"31 - 44","No","Yes","No","No","No","No","No"
"504",504,"57","0","0","0","Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",62,"White","Male","75044",NA,"def_26","Hispanic","Male","trial_02",2017-05-02,"Capital Murder","Lesser",100,"0",NA,"55 +","No","No","No","No","No","No","No"
"505",505,"58","0","0","0","Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",38,"White","Male","75214",NA,"def_26","Hispanic","Male","trial_02",2017-05-02,"Capital Murder","Lesser",100,"0",NA,"31 - 44","No","No","No","No","No","No","No"
"506",506,"59","0","0","0","Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",50,"Black","Female","75229","3148","def_26","Hispanic","Male","trial_02",2017-05-02,"Capital Murder","Lesser",100,"0",NA,"45 - 54","No","No","No","No","No","No","No"
"507",507,"60","1","0","0","Not a Juror","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",36,"Black","Female","75236","1195","def_26","Hispanic","Male","trial_02",2017-05-02,"Capital Murder","Lesser",100,"0",NA,"31 - 44","No","Yes","No","No","No","Yes","No"
"508",508,"61","1","0","0","Not a Juror","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",31,"White","Female","75243",NA,"def_26","Hispanic","Male","trial_02",2017-05-02,"Capital Murder","Lesser",100,"0",NA,"31 - 44","No","Yes","No","No","No","Yes","No"
"509",509,"62","0","0","0","Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",27,"White","Male","75061",NA,"def_26","Hispanic","Male","trial_02",2017-05-02,"Capital Murder","Lesser",100,"0",NA,"18 - 30","No","No","No","No","No","No","No"
"510",510,"63","0","0","0","Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",34,"Black","Male","75149","5675","def_26","Hispanic","Male","trial_02",2017-05-02,"Capital Murder","Lesser",100,"0",NA,"31 - 44","No","No","No","No","No","No","No"
"511",511,"64","1","0","0","Not a Juror","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",68,"Hispanic","Female","75001","7965","def_26","Hispanic","Male","trial_02",2017-05-02,"Capital Murder","Lesser",100,"0",NA,"55 +","No","Yes","No","No","No","Yes","No"
"512",512,"65","0","0","0","Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",33,"White","Male","75062",NA,"def_26","Hispanic","Male","trial_02",2017-05-02,"Capital Murder","Lesser",100,"0",NA,"31 - 44","No","No","No","No","No","No","No"
"513",513,"66","1","0","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",61,"White","Female","75206",NA,"def_26","Hispanic","Male","trial_02",2017-05-02,"Capital Murder","Lesser",100,"0",NA,"55 +","No","Yes","No","Yes","No","No","No"
"514",514,"67","0","0","1","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",36,"White","Female","75081",NA,"def_26","Hispanic","Male","trial_02",2017-05-02,"Capital Murder","Lesser",100,"0",NA,"31 - 44","Defense","No","Yes","No","No","No","No"
"515",515,"68","1","0","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",67,"Hispanic","Female","75227",NA,"def_26","Hispanic","Male","trial_02",2017-05-02,"Capital Murder","Lesser",100,"0",NA,"55 +","No","Yes","No","No","No","No","No"
"516",516,"70","1","0","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",46,"Hispanic","Male","75006","1868","def_26","Hispanic","Male","trial_02",2017-05-02,"Capital Murder","Lesser",100,"0",NA,"45 - 54","No","Yes","No","No","No","No","No"
"517",517,"71","0","1","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",22,"Hispanic","Male","75234",NA,"def_26","Hispanic","Male","trial_02",2017-05-02,"Capital Murder","Lesser",100,"0",NA,"18 - 30","State","No","Yes","No","No","No","No"
"518",518,"1","1","1","0","Not a Juror","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",42,"Hispanic","Female","75234","7952","def_33","White","Male","trial_47",2020-01-21,"Sexual Assault","Guilty",100,"0",NA,"31 - 44","State","Yes","Yes","No","No","Yes","No"
"519",519,"3","1","0","1","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",62,"White","Female","75115",NA,"def_33","White","Male","trial_47",2020-01-21,"Sexual Assault","Guilty",100,"0",NA,"55 +","Defense","Yes","Yes","No","No","No","No"
"520",520,"4","0","0","0","Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",67,"White","Female","75206","4253","def_33","White","Male","trial_47",2020-01-21,"Sexual Assault","Guilty",100,"0",NA,"55 +","No","No","No","No","No","No","No"
"521",521,"5","1","0","0","Not a Juror","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",61,"White","Female","75244","8108","def_33","White","Male","trial_47",2020-01-21,"Sexual Assault","Guilty",100,"0",NA,"55 +","No","Yes","No","No","No","Yes","No"
"522",522,"6","0","1","1","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",56,"Hispanic","Male","75211","5222","def_33","White","Male","trial_47",2020-01-21,"Sexual Assault","Guilty",100,"0",NA,"55 +","State","No","Yes","No","No","No","No"
"523",523,"7","0","1","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",58,"Black","Male","75044","7875","def_33","White","Male","trial_47",2020-01-21,"Sexual Assault","Guilty",100,"0",NA,"55 +","State","No","Yes","No","No","No","No"
"524",524,"8","1","0","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",41,"Black","Female","75104","3104","def_33","White","Male","trial_47",2020-01-21,"Sexual Assault","Guilty",100,"0",NA,"31 - 44","No","Yes","No","No","No","No","Yes"
"525",525,"9","0","0","1","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",66,"White","Female","75218",NA,"def_33","White","Male","trial_47",2020-01-21,"Sexual Assault","Guilty",100,"0",NA,"55 +","Defense","No","Yes","No","No","No","No"
"526",526,"10","1","0","0","Not a Juror","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",51,"White","Female","75063","8425","def_33","White","Male","trial_47",2020-01-21,"Sexual Assault","Guilty",100,"0",NA,"45 - 54","No","Yes","No","No","No","Yes","Yes"
"527",527,"11","1","0","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",68,"Black","Male","75232","4417","def_33","White","Male","trial_47",2020-01-21,"Sexual Assault","Guilty",100,"0",NA,"55 +","No","Yes","No","No","No","No","Yes"
"528",528,"12","0","0","0","Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",40,"Hispanic","Female","75214","4728","def_33","White","Male","trial_47",2020-01-21,"Sexual Assault","Guilty",100,"0",NA,"31 - 44","No","No","No","No","No","No","No"
"529",529,"14","0","0","1","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",51,"Asian","Male","75052","3402","def_33","White","Male","trial_47",2020-01-21,"Sexual Assault","Guilty",100,"0",NA,"45 - 54","Defense","No","Yes","No","No","No","No"
"530",530,"15","1","0","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",29,"Hispanic","Female","75228","2147","def_33","White","Male","trial_47",2020-01-21,"Sexual Assault","Guilty",100,"0",NA,"18 - 30","No","Yes","No","No","No","No","Yes"
"531",531,"16","0","1","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",54,"Black","Female","75217","2731","def_33","White","Male","trial_47",2020-01-21,"Sexual Assault","Guilty",100,"0",NA,"45 - 54","State","No","Yes","No","No","No","No"
"532",532,"17","0","0","0","Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44,"White","Female","75209","6006","def_33","White","Male","trial_47",2020-01-21,"Sexual Assault","Guilty",100,"0",NA,"31 - 44","No","No","No","No","No","No","No"
"533",533,"18","0","0","1","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",62,"White","Female","75081","5464","def_33","White","Male","trial_47",2020-01-21,"Sexual Assault","Guilty",100,"0",NA,"55 +","Defense","No","Yes","No","No","No","No"
"534",534,"19","0","0","0","Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",68,"Black","Female","75134","4611","def_33","White","Male","trial_47",2020-01-21,"Sexual Assault","Guilty",100,"0",NA,"55 +","No","No","No","No","No","No","No"
"535",535,"20","1","0","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",54,"Other","Female","75205","1827","def_33","White","Male","trial_47",2020-01-21,"Sexual Assault","Guilty",100,"0",NA,"45 - 54","No","Yes","No","No","No","No","No"
"536",536,"21","1","0","0","Not a Juror","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",58,"White","Female","75220",NA,"def_33","White","Male","trial_47",2020-01-21,"Sexual Assault","Guilty",100,"0",NA,"55 +","No","Yes","No","No","No","Yes","No"
"537",537,"22","0","0","0","Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",53,"White","Male","75205","1452","def_33","White","Male","trial_47",2020-01-21,"Sexual Assault","Guilty",100,"0",NA,"45 - 54","No","No","No","No","No","No","No"
"538",538,"23","0","0","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",22,"Hispanic","Male","75211","8200","def_33","White","Male","trial_47",2020-01-21,"Sexual Assault","Guilty",100,"0",NA,"18 - 30","No","No","No","No","No","No","No"
"539",539,"24","0","1","1","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",48,"White","Female","75220","3712","def_33","White","Male","trial_47",2020-01-21,"Sexual Assault","Guilty",100,"0",NA,"45 - 54","State","No","Yes","No","No","No","No"
"540",540,"25","1","0","0","Not a Juror","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",26,"Hispanic","Female","75149","5658","def_33","White","Male","trial_47",2020-01-21,"Sexual Assault","Guilty",100,"0",NA,"18 - 30","No","Yes","No","No","No","Yes","Yes"
"541",541,"26","1","0","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",22,"White","Female","75088","5886","def_33","White","Male","trial_47",2020-01-21,"Sexual Assault","Guilty",100,"0",NA,"18 - 30","No","Yes","No","No","No","No","Yes"
"542",542,"27","0","0","0","Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",24,"White","Female","75219","7746","def_33","White","Male","trial_47",2020-01-21,"Sexual Assault","Guilty",100,"0",NA,"18 - 30","No","No","No","No","No","No","No"
"543",543,"28","0","1","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",46,"Other","Male","75081","2604","def_33","White","Male","trial_47",2020-01-21,"Sexual Assault","Guilty",100,"0",NA,"45 - 54","State","No","Yes","No","No","No","No"
"544",544,"29","0","0","0","Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",22,"White","Female","75040","4152","def_33","White","Male","trial_47",2020-01-21,"Sexual Assault","Guilty",100,"0",NA,"18 - 30","No","No","No","No","No","No","No"
"545",545,"30","0","0","0","Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",30,"Other","Female","75081","2989","def_33","White","Male","trial_47",2020-01-21,"Sexual Assault","Guilty",100,"0",NA,"31 - 44","No","No","No","No","No","No","No"
"546",546,"31","1","0","0","Not a Juror","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",69,"White","Male","75137","2114","def_33","White","Male","trial_47",2020-01-21,"Sexual Assault","Guilty",100,"0",NA,"55 +","No","Yes","No","No","No","Yes","No"
"547",547,"32","0","1","1","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",52,"White","Female","75044","4644","def_33","White","Male","trial_47",2020-01-21,"Sexual Assault","Guilty",100,"0",NA,"45 - 54","State","No","Yes","No","No","No","No"
"548",548,"33","0","0","0","Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",23,"White","Male","75217","3581","def_33","White","Male","trial_47",2020-01-21,"Sexual Assault","Guilty",100,"0",NA,"18 - 30","No","No","No","No","No","No","No"
"549",549,"34","0","0","0","Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",50,"Black","Female","75061","7543","def_33","White","Male","trial_47",2020-01-21,"Sexual Assault","Guilty",100,"0",NA,"45 - 54","No","No","No","No","No","No","No"
"550",550,"35","1","0","0","Not a Juror","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",48,"Hispanic","Female","75081","3717","def_33","White","Male","trial_47",2020-01-21,"Sexual Assault","Guilty",100,"0",NA,"45 - 54","No","Yes","No","No","No","Yes","Yes"
"551",551,"36","0","1","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",31,"Other","Male","75060","6032","def_33","White","Male","trial_47",2020-01-21,"Sexual Assault","Guilty",100,"0",NA,"31 - 44","State","No","Yes","No","No","No","No"
"552",552,"37","0","0","0","Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",49,"White","Female","75149","5813","def_33","White","Male","trial_47",2020-01-21,"Sexual Assault","Guilty",100,"0",NA,"45 - 54","No","No","No","No","No","No","No"
"553",553,"39","0","0","0","Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",35,"White","Male","75044","6606","def_33","White","Male","trial_47",2020-01-21,"Sexual Assault","Guilty",100,"0",NA,"31 - 44","No","No","No","No","No","No","No"
"554",554,"40","1","0","0","Not a Juror","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",20,"Hispanic","Male","75104","6811","def_33","White","Male","trial_47",2020-01-21,"Sexual Assault","Guilty",100,"0",NA,"18 - 30","No","Yes","No","No","No","Yes","Yes"
"555",555,"41","0","0","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",43,"Asian","Male","75051","7434","def_33","White","Male","trial_47",2020-01-21,"Sexual Assault","Guilty",100,"0",NA,"31 - 44","No","No","No","No","Yes","No","No"
"556",556,"42","0","0","1","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",34,"Hispanic","Female","75219",NA,"def_33","White","Male","trial_47",2020-01-21,"Sexual Assault","Guilty",100,"0",NA,"31 - 44","Defense","No","Yes","No","No","No","No"
"557",557,"43","1","0","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",26,"White","Male","75048","3214","def_33","White","Male","trial_47",2020-01-21,"Sexual Assault","Guilty",100,"0",NA,"18 - 30","No","Yes","No","No","No","No","Yes"
"558",558,"44","1","0","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",30,"Asian","Male","75001","3326","def_33","White","Male","trial_47",2020-01-21,"Sexual Assault","Guilty",100,"0",NA,"31 - 44","No","Yes","No","No","No","No","Yes"
"559",559,"45","0","1","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",19,"Hispanic","Male","75236","2154","def_33","White","Male","trial_47",2020-01-21,"Sexual Assault","Guilty",100,"0",NA,"18 - 30","State","No","Yes","No","No","No","No"
"560",560,"46","0","0","1","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",46,"White","Female","75238",NA,"def_33","White","Male","trial_47",2020-01-21,"Sexual Assault","Guilty",100,"0",NA,"45 - 54","Defense","No","Yes","No","No","No","No"
"561",561,"47","1","0","0","Not a Juror","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",41,"White","Male","75227","4013","def_33","White","Male","trial_47",2020-01-21,"Sexual Assault","Guilty",100,"0",NA,"31 - 44","No","Yes","No","No","No","Yes","Yes"
"562",562,"48","0","0","1","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",33,"White","Male","75043",NA,"def_33","White","Male","trial_47",2020-01-21,"Sexual Assault","Guilty",100,"0",NA,"31 - 44","Defense","No","Yes","No","No","No","No"
"563",563,"49","0","0","0","Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",51,"White","Female","75205","1977","def_33","White","Male","trial_47",2020-01-21,"Sexual Assault","Guilty",100,"0",NA,"45 - 54","No","No","No","No","No","No","No"
"564",564,"50","0","0","0","Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",51,"Hispanic","Female","75214","2242","def_33","White","Male","trial_47",2020-01-21,"Sexual Assault","Guilty",100,"0",NA,"45 - 54","No","No","No","No","No","No","No"
"565",565,"51","1","0","0","Not a Juror","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",60,"White","Female","75080","5015","def_33","White","Male","trial_47",2020-01-21,"Sexual Assault","Guilty",100,"0",NA,"55 +","No","Yes","No","No","No","Yes","No"
"566",566,"52","1","0","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",50,"Black","Female","75116","2121","def_33","White","Male","trial_47",2020-01-21,"Sexual Assault","Guilty",100,"0",NA,"45 - 54","No","Yes","No","No","No","No","No"
"567",567,"53","1","0","0","Not a Juror","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",63,"White","Female","75219","2247","def_33","White","Male","trial_47",2020-01-21,"Sexual Assault","Guilty",100,"0",NA,"55 +","No","Yes","No","No","No","Yes","No"
"568",568,"54","1","0","0","Not a Juror","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",56,"White","Male","75048","5576","def_33","White","Male","trial_47",2020-01-21,"Sexual Assault","Guilty",100,"0",NA,"55 +","No","Yes","No","No","No","Yes","No"
"569",569,"55","0","0","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",57,"Hispanic","Male","75235","3109","def_33","White","Male","trial_47",2020-01-21,"Sexual Assault","Guilty",100,"0",NA,"55 +","No","No","No","No","Yes","No","No"
"570",570,"56","0","0","0","Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",63,"White","Female","75060","2951","def_33","White","Male","trial_47",2020-01-21,"Sexual Assault","Guilty",100,"0",NA,"55 +","No","No","No","No","No","No","No"
"571",571,"57","0","0","1","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",45,"White","Female","75080","2355","def_33","White","Male","trial_47",2020-01-21,"Sexual Assault","Guilty",100,"0",NA,"45 - 54","Defense","No","Yes","No","No","No","No"
"572",572,"58","0","0","0","Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",29,"White","Female","75201","6302","def_33","White","Male","trial_47",2020-01-21,"Sexual Assault","Guilty",100,"0",NA,"18 - 30","No","No","No","No","No","No","No"
